Difficulty	Song Name	Link	Primary Color	Secondary Color	Total Notes	Last Note Time	Fever Fill	Fever Time	Long Notes
24	Angel Echo (Hard) by Silentroom	/scl/fi/htifuslbubqg84ftwsc13/Angel-Echo-Hard-by-Silentroom.txt?rlkey=yoa8z5lxddwnnv7zjo8qn343p&dl=1	Beat	Flow	1116	121.230	288	18.184500	252
24	All Over the Place - Geoxor Mashup [EXTENDED CUT] (Hard) by Geoxor (Arranged by Got1Butter)	/scl/fi/toylhwvxq0gcadr0ieftc/All-Over-the-Place-Geoxor-Mashup-EXTENDED-CUT-Hard-by-Geoxor-Arranged-by-Got1Butter.txt?rlkey=92ts8ad2xdz2htmdr9djmra5n&dl=1	Chill	Rush	2177	224.604	547	33.690600	535
24	God Complex (Hard) by firedagger01	/scl/fi/myr2cmxrm3oet4rhbducj/God-Complex-Hard-by-firedagger01.txt?rlkey=y11kypp9ttkr5sobvyuyjzr04&dl=1	Rush	Rush	1243	148.135	360	22.220250	162
24	Revolutionary Etude (Hard) by Frederic Chopin (Performed by Rousseau)	/scl/fi/yuwucbu4xtg2yx6p1mesm/Revolutionary-Etude-Hard-by-Frederic-Chopin-Performed-by-Rousseau.txt?rlkey=7e4m9bk5usewm7acs9zyq221g&dl=1	Rush	Rush	1573	153.975	520	23.096250	12
24	The Best of Creo Vol. 1 [EXTENDED CUT] (Hard) by Creo (Arranged by ZirconEscalus)	/scl/fi/hlbjmjpk6di0msvi31swn/The-Best-of-Creo-Vol.-1-EXTENDED-CUT-Hard-by-Creo-Arranged-by-ZirconEscalus.txt?rlkey=7qjz1ybes53wiz4vvgcc0p1yd&dl=1	Chill	Chill	2959	356.243	769	53.436450	651
24	AI Bomb (ZirconEscalus Remix) (Hard) by ZirconEscalus (Original song by naruto2413)	/scl/fi/vsojeulxux4bptn32dsq7/AI-Bomb-ZirconEscalus-Remix-Hard-by-ZirconEscalus-Original-song-by-naruto2413.txt?rlkey=tgt1jo8mkvf16muf5eqhiso4e&dl=1	Rush	Beat	1410	125.585	434	18.837750	108
24	Irish Meadow Dance (Hard) by O'Callaghan's Orchestra [Just Dance]	/scl/fi/g0jf760etxsooammp2fbr/Irish-Meadow-Dance-Hard-by-O-Callaghan-s-Orchestra-Just-Dance.txt?rlkey=09gw68iy4r7q9n74rx4e2dai1&dl=1	Vibe	Vibe	2013	150.616	491	22.592400	541
24	Lost (Hard) by Tobu	/scl/fi/qtuqqknl4e5qe4o4vcj9j/Lost-Hard-by-Tobu.txt?rlkey=az6q1h57ut7qhvmdnbnbxg125&dl=1	Vibe	Chill	1886	174.420	562	26.163000	201
24	MS. MEDIOCRE (Hard) by atsuover	/scl/fi/5t80ifppdtu28r861awl3/MS.-MEDIOCRE-Hard-by-atsuover.txt?rlkey=spsk0akpx01oim4rgfpsclicj&dl=1	Chill	Vibe	1458	144.447	454	21.667050	97
24	Shiba Island (Hard) by James Landino	/scl/fi/7fdpvglkehiyr28lq5awf/Shiba-Island-Hard-by-James-Landino.txt?rlkey=za6mbz22z48arizlngbyyxo8u&dl=1	Beat	Chill	1580	119.606	375	17.940900	455
24	Something Like A Star (Hard) by CLO (feat. VLEEDOLL)	/scl/fi/mq3j4atwx9etw8m1ryyyx/Something-Like-A-Star-Hard-by-CLO-feat.-VLEEDOLL.txt?rlkey=7t97efuyi7o0vzh9pz14nxwly&dl=1	Chill	Chill	1046	160.932	234	24.139800	345
24	Wednesday Night Wreckin (Hard) by James Landino	/scl/fi/8wg8p0m7d3j23kmk55g2m/Wednesday-Night-Wreckin-Hard-by-James-Landino.txt?rlkey=l5wszuw9kwt1rrrcd885puzrl&dl=1	Flow	Chill	1592	139.554	470	20.933100	181
24	Abyss Dweller (Hard) by Similar Outskirts	/scl/fi/0r8uxkwm5woj0f6tfh93h/Abyss-Dweller-Hard-by-Similar-Outskirts.txt?rlkey=prfpbav6g08jx9ow70w2zqbnk&dl=1	Chill	Flow	1099	134.975	290	20.246250	229
24	Blast Processing (Hard) by Waterflame	/scl/fi/wzzzxiqhnzn86r52ysym3/Blast-Processing-Hard-by-Waterflame.txt?rlkey=futv0f8gbnsbwh1y6punrc2if&dl=1	Beat	Beat	1544	146.004	446	21.900600	205
24	Chaos (Hard) by Similar Outskirts	/scl/fi/n1c1s1q26sv9ri4byzky1/Chaos-Hard-by-Similar-Outskirts.txt?rlkey=uvdrtv0t8v85mpcmxhhyrto6r&dl=1	Flow	Beat	944	103.976	284	15.596400	93
24	Endgame (Hard) by Waterflame	/scl/fi/a8arx3er21oc3dd8uy1bc/Endgame-Hard-by-Waterflame.txt?rlkey=hx9sy417rnnkz08gp3jpx1ltv&dl=1	Flow	Flow	1705	134.148	511	20.122200	173
24	Let's Go (Hard) by Tobu	/scl/fi/zh0jrp1fn703s5ixs6eue/Let-s-Go-Hard-by-Tobu.txt?rlkey=fyldp6mqqr6uzq7jaromhtmiw&dl=1	Beat	Flow	1449	150.598	359	22.589700	373
24	Lines Fading (Hard) by Waterflame	/scl/fi/9qjp9r67bb7qxyud4smxx/Lines-Fading-Hard-by-Waterflame.txt?rlkey=c0e99t921qiziny5ngk9iiver&dl=1	Chill	Flow	1387	145.834	421	21.875100	123
24	Aether (Hard) by Geoxor	/scl/fi/ecqc17b3n6ckw70eqjk4n/Aether-Hard-by-Geoxor.txt?rlkey=th0ukqdir7o944xrhwvpn52k4&dl=1	Vibe	Flow	1156	131.979	301	19.796850	254
24	Change (Hard) by hayve & Skyelle [Monstercat]	/scl/fi/x40l0bsukw2tp9jnf644j/Change-Hard-by-hayve-Skyelle-Monstercat.txt?rlkey=8bfolez5m851h33843ekx1hpn&dl=1	Beat	Chill	877	100.137	220	15.020550	219
24	Collapse (Hard) by Laur [LAUR1200] feat. Nakuru Aitsuki	/scl/fi/bnm52uts5sn9khk4l0gal/Collapse-Hard-by-Laur-LAUR1200-feat.-Nakuru-Aitsuki.txt?rlkey=1v2nx05sa45722omrr3rugqn7&dl=1	Flow	Rush	1168	129.168	308	19.375200	244
24	Scared (Hard) by Stonebank [Monstercat]	/scl/fi/kl9mbbotdqmdojxu3sijj/Scared-Hard-by-Stonebank-Monstercat.txt?rlkey=ty65b2p3k26d87et1ffc3qa6x&dl=1	Rush	Beat	1027	102.529	268	15.379350	225
24	Twinkle Parade (Hard) by brz1128	/scl/fi/cm9ytztzdzli0j1a2q6vq/Twinkle-Parade-Hard-by-brz1128.txt?rlkey=tyt33cma5rq4ln0plsfi4d89w&dl=1	Flow	Flow	1132	113.226	366	16.983900	34
24	Where We Wanna Be (Hard) by Hyper Potions & Mega Flare feat. Slyleaf	/scl/fi/dy6ns9ohas8zllpoelc2g/Where-We-Wanna-Be-Hard-by-Hyper-Potions-Mega-Flare-feat.-Slyleaf.txt?rlkey=l6za3j48acxmucj9oiaxni2id&dl=1	Rush	Vibe	1514	134.474	378	20.171100	379
24	7colors memories (Hard) by Reku Mochizuki feat. Seyaka	/scl/fi/n68ntc8omwgfngtv549ic/7colors-memories-Hard-by-Reku-Mochizuki-feat.-Seyaka.txt?rlkey=r2dsqzz893c3y4uxfk10e8ni0&dl=1	Vibe	Chill	1463	128.195	370	19.229250	353
24	Artificial Affection (Hard) by Reku Mochizuki	/scl/fi/b84t730qlk5koax0tk9q7/Artificial-Affection-Hard-by-Reku-Mochizuki.txt?rlkey=olcb7w7fz7d5tzprfijvs277w&dl=1	Flow	Beat	1409	118.094	411	17.714100	175
24	Karakuri (Hard) by seatrus feat. Hatsune Miku	/scl/fi/npuryy1wdo8nvtauwkveu/Karakuri-Hard-by-seatrus-feat.-Hatsune-Miku.txt?rlkey=f1ln8qkk9nuujk15k08hzmc9j&dl=1	Vibe	Rush	1837	166.761	562	25.014150	151
24	Glow Mind (Hard) by Rutra	/scl/fi/i3ls9jqlp0akus91zes0u/Glow-Mind-Hard-by-Rutra.txt?rlkey=jy6d2o54su3g7czm02qsqnlt6&dl=1	Flow	Flow	1358	128.000	354	19.200000	296
24	The Dream Of A Rabbit Singing In The Night (Hard) by UNDEAD CORPORATION	/scl/fi/e2q8thmjl88dlv1rhmhtu/The-Dream-Of-A-Rabbit-Singing-In-The-Night-Hard-by-UNDEAD-CORPORATION.txt?rlkey=d2vg1hk7qwp7343r8fmt5ecg9&dl=1	Flow	Vibe	1758	142.695	476	21.404250	330
24	Vulture 2 (Hard) by Rutra	/scl/fi/oid1vy1r51pd6lhniwoq6/Vulture-2-Hard-by-Rutra.txt?rlkey=rt1gruy6vdcu6rqqle2o0log2&dl=1	Vibe	Vibe	1025	120.935	290	18.140250	155
24	Exodus (Hard) by HyuN feat. Aerial	/scl/fi/xvxnqmte4vrx7zefnqmrf/Exodus-Hard-by-HyuN-feat.-Aerial.txt?rlkey=4v2qpmrnxbsxitkdntb4lbb87&dl=1	Flow	Vibe	1430	149.985	393	22.497750	251
24	Expedition (Hard) by Hyper Potions & Nokae	/scl/fi/eid51b6jtosmbp2kyuh1i/Expedition-Hard-by-Hyper-Potions-Nokae.txt?rlkey=1v9x5gadi860fblbieaw7hs24&dl=1	Flow	Vibe	1381	143.984	385	21.597600	227
24	META-morphose (Hard) by Silentroom	/scl/fi/gtx3xuidont9qgnh8vypk/META-morphose-Hard-by-Silentroom.txt?rlkey=edoh6djvxc3leo8tphf9e1ris&dl=1	Chill	Flow	1812	152.699	473	22.904850	392
24	MAGENTA POTION (Hard) by EmoCosine	/scl/fi/wy5n3pl9mb7iypnsceorq/MAGENTA-POTION-Hard-by-EmoCosine.txt?rlkey=8214vsazvj2ebtzgygnw0b8jl&dl=1	Rush	Vibe	1529	144.280	438	21.642000	216
24	Niesonae (Hard) by t+pazolite feat. Nanahira	/scl/fi/zteele6g0xqakl00c76m1/Niesonae-Hard-by-t-pazolite-feat.-Nanahira.txt?rlkey=n9in9uax2rulk2f24gm26k5ng&dl=1	Rush	Chill	1966	178.306	463	26.745900	578
24	Bright City (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/rk1l09x448lvzwj30jrwt/Bright-City-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=1st9a340xq8y80o9xar70iedk&dl=1	Vibe	Beat	1265	116.344	314	17.451600	324
24	Party in the HOLLOWood (Hard) by t+pazolite feat. Nanahira	/scl/fi/o5vk1n6nmsh6l4b1bevfd/Party-in-the-HOLLOWood-Hard-by-t-pazolite-feat.-Nanahira.txt?rlkey=6dxd3arcyt5527kkwf7pvxcig&dl=1	Chill	Vibe	1846	155.056	513	23.258400	307
24	Lost Dream (Hard) by Juggernaut (feat. Hoshina Haru from i-robo)	/scl/fi/9mvumiux69uhy9wczcgmi/Lost-Dream-Hard-by-Juggernaut-feat.-Hoshina-Haru-from-i-robo.txt?rlkey=6w9wa1h0prbf0ka2y3vukqb1l&dl=1	Vibe	Vibe	1307	127.347	344	19.102050	274
24	Revenant Rebirth (Hard) by iGottic [No Scope Arcade]	/scl/fi/tlaphq3wl2dzercuw8u6q/Revenant-Rebirth-Hard-by-iGottic-No-Scope-Arcade.txt?rlkey=7moqm4datw04bu4uccqqedtzo&dl=1	Flow	Flow	1119	109.846	313	16.476900	180
24	Yabai-Jan (Hard) by Halv	/scl/fi/ssy8vy9n9dwzzjeyutgu9/Yabai-Jan-Hard-by-Halv.txt?rlkey=f78puvdfi8hivt91flwfiwmsk&dl=1	Beat	Beat	1418	142.825	379	21.423750	280
24	superexpress (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/1y1s19m8heohr70mg9afd/superexpress-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=kvtud4lanctvci5aljsbrbvfz&dl=1	Vibe	Chill	1436	151.071	372	22.660650	320
24	spectre (Hard) by keisei (feat. Hanakuma Chifuyu)	/scl/fi/ky7qe0qpnji8ntal9bqf6/spectre-Hard-by-keisei-feat.-Hanakuma-Chifuyu.txt?rlkey=a8t7asjczoz91f4l0deub3vmf&dl=1	Chill	Vibe	1587	151.876	418	22.781400	334
24	Winter Sky Discovery (Hard) by keisei (feat. Hatsune Miku)	/scl/fi/ays22piiza8u16spaiav9/Winter-Sky-Discovery-Hard-by-keisei-feat.-Hatsune-Miku.txt?rlkey=q38svcji4wrqbu13g5ekbukqe&dl=1	Chill	Vibe	1014	120.005	273	18.000750	196
24	Bubble Beam (Hard) by nanobii	/scl/fi/6711czb4j6ujdy3ch3ii2/Bubble-Beam-Hard-by-nanobii.txt?rlkey=bqsdrqgyadphh5ejk9hnfh34n&dl=1	Flow	Chill	1790	166.686	426	25.002900	512
24	My Childish Philosophy (Hard) by AAAA	/scl/fi/ismuyen4ao3l0vz0pqze6/My-Childish-Philosophy-Hard-by-AAAA.txt?rlkey=p4bwwn1qg4sv73c1bdfcs1w4a&dl=1	Flow	Chill	1437	156.116	454	23.417400	74
24	Out of Focus (Hard) by you	/scl/fi/45htlwun5cjkld24ocn86/Out-of-Focus-Hard-by-you.txt?rlkey=z016yxvck7vll62b0w3fus1yq&dl=1	Flow	Flow	1900	150.015	432	22.502250	603
23	The Guardians Of The Sun (Hard) by RiraN	/scl/fi/ahemgtljudozk0auo8xwf/The-Guardians-Of-The-Sun-Hard-by-RiraN.txt?rlkey=vkp66o9kn08xr5oaxjolr1w6n&dl=1	Beat	Rush	1247	150.375	359	22.556250	170
24	Yayey (Hard) by Shandy Kubota (USAO)	/scl/fi/lfbhy8gcqawh92bfz1gno/Yayey-Hard-by-Shandy-Kubota-USAO.txt?rlkey=1ehlbfv81x0s8vh5hcf460c4v&dl=1	Flow	Chill	1359	181.488	403	27.223200	149
23	Dad Battle (Hard) by Kawai Sprite	/scl/fi/o6cgwrp8uxb7tnggkwveu/Dad-Battle-Hard-by-Kawai-Sprite.txt?rlkey=f3pqray7pji9j3u8o6lkkpvdt&dl=1	Chill	Beat	1051	85.364	307	12.804600	132
23	Fly Wit Me (Hard) by Camellia	/scl/fi/tkpqwppx2a2l3bn2ujnjl/Fly-Wit-Me-Hard-by-Camellia.txt?rlkey=0c4eebqq5jze75l5l0dj6tqoq&dl=1	Vibe	Flow	1181	121.388	310	18.208200	253
23	drive real fast (on fire) (Hard) by coda	/scl/fi/ju7bidw7bryykie6il7hu/drive-real-fast-on-fire-Hard-by-coda.txt?rlkey=igbumari7qasxxbwbnnqofk1u&dl=1	Vibe	Chill	906	74.207	266	11.131050	108
23	InsideOut (Hard) by KepoWorld	/scl/fi/rv11xjsu1ol4l6vsh4q71/InsideOut-Hard-by-KepoWorld.txt?rlkey=68xys1o6ix1kqvsy5ox8mg9ri&dl=1	Vibe	Rush	1526	165.452	411	24.817800	292
23	Nocturne Silence Of The Night (Hard) by EntityEnginuity	/scl/fi/v4p6vpn2oq2a77duvv52u/Nocturne-Silence-Of-The-Night-Hard-by-EntityEnginuity.txt?rlkey=gogred136ln2z89rygnrzomjq&dl=1	Vibe	Chill	1182	129.058	344	19.358700	151
23	2 Sides (Hard) by KepoWorld	/scl/fi/p49bbo0s0b7c2cxvx3ox6/2-Sides-Hard-by-KepoWorld.txt?rlkey=nhmgiqnycbbhp5jp0vnihlpds&dl=1	Vibe	Beat	1420	175.067	416	26.260050	172
23	Epilogue (Hard) by Creo	/scl/fi/85calteok4myxvrzluh4g/Epilogue-Hard-by-Creo.txt?rlkey=cmtsjvkrfen3jupf9qeq346ph&dl=1	Vibe	Rush	962	106.156	226	15.923400	286
23	Don't Wanna (Hard) by tv room	/scl/fi/9k80shz1u69v59xcziupr/Don-t-Wanna-Hard-by-tv-room.txt?rlkey=sdv224608hbdexeynb8putom7&dl=1	Chill	Rush	1260	136.583	317	20.487450	311
23	Inspire (Hard) by CLO	/scl/fi/oey9ugh264pfwy2ysls6q/Inspire-Hard-by-CLO.txt?rlkey=udisjxs6p2hwd4qmjsiznvkoz&dl=1	Beat	Flow	1031	142.807	263	21.421050	243
23	INTIMIDATE (Hard) by KepoWorld	/scl/fi/an9h3jntk41kpqvxeae7c/INTIMIDATE-Hard-by-KepoWorld.txt?rlkey=sfk2qwt7guq4joxwkrly1w825&dl=1	Beat	Rush	1351	182.358	324	27.353700	381
23	Learn The Language (Hard) by Chroma	/scl/fi/9g2h9ijv45orlgy4wnfwy/Learn-The-Language-Hard-by-Chroma.txt?rlkey=myfi59kozjmkkg8ttvjrv0yy1&dl=1	Vibe	Flow	1393	161.769	379	24.265350	255
23	Virtual [EXTENDED CUT] (Hard) by Geoxor	/scl/fi/hzpfkglcme0g9b5oldp1b/Virtual-EXTENDED-CUT-Hard-by-Geoxor.txt?rlkey=hgg4dn84fuxla6dcuz50c0pop&dl=1	Beat	Chill	2649	299.110	662	44.866500	662
23	Heat Wave (Hard) by Tony Romera [Monstercat]	/scl/fi/kyhl6m9vylp6o5lv3wgx6/Heat-Wave-Hard-by-Tony-Romera-Monstercat.txt?rlkey=6q7zign3hume17a7rd7wdcadp&dl=1	Flow	Rush	1122	121.147	337	18.172050	111
23	Faerie (Hard) by Geoxor	/scl/fi/0x0aadovsyahtmnde5zxc/Faerie-Hard-by-Geoxor.txt?rlkey=ziyvcd74wec0g4epxvcbhr4zl&dl=1	Vibe	Beat	1452	151.593	346	22.738950	414
23	Holography (Hard) by garlagan	/scl/fi/d9xzd3d4eqyxihurax6mi/Holography-Hard-by-garlagan.txt?rlkey=qa71zfwfaxdtjqa0ni1d9e497&dl=1	Rush	Beat	1133	114.375	303	17.156250	225
23	Infection (Hard) by ARForest	/scl/fi/p9yudu07s2dpl022h26sb/Infection-Hard-by-ARForest.txt?rlkey=a10ctnhytsunimhtu08aq08uh&dl=1	Flow	Chill	1315	140.915	326	21.137250	337
23	Mom (Hard) by Kawai Sprite	/scl/fi/w2j7lvyskbskrdhzzr4jo/Mom-Hard-by-Kawai-Sprite.txt?rlkey=24vgyjqilla085t1scuczg54p&dl=1	Flow	Rush	1359	120.836	380	18.125400	218
23	SHINE! (Hard) by Aya Majiro, Street no Kuromaku and naruto2413	/scl/fi/svpt0bdoc4awy8pzgs7ib/SHINE-Hard-by-Aya-Majiro-Street-no-Kuromaku-and-naruto2413.txt?rlkey=9x554hyvzhvexh7rdpt18gqvb&dl=1	Beat	Vibe	1048	109.027	269	16.354050	243
23	Birdsong (Hard) by James Landino & Kabuki	/scl/fi/bqdowwb6j4oluxi2ksjgn/Birdsong-Hard-by-James-Landino-Kabuki.txt?rlkey=wyfutlmw396bx5ual11whundg&dl=1	Chill	Chill	1251	128.162	353	19.224300	193
23	BLISS (Hard) by dark cat (feat. JHACS)	/scl/fi/pxvd739ajihcah03yrffe/BLISS-Hard-by-dark-cat-feat.-JHACS.txt?rlkey=7dmsa473bdifyrvy1uvtev4b0&dl=1	Flow	Flow	1137	136.246	303	20.436900	228
23	BANANA STREET (Hard) by dark cat	/scl/fi/trk2rgedkzpj3apkjc2yl/BANANA-STREET-Hard-by-dark-cat.txt?rlkey=wiy2lql0yjis1mpc0g2ylrj6z&dl=1	Vibe	Vibe	1149	138.657	292	20.798550	274
23	Groovy Oats (Hard) by oatsig	/scl/fi/lxepf46it58ptnmd20gvq/Groovy-Oats-Hard-by-oatsig.txt?rlkey=dkgi6v9edcnre96u2w9nsd43q&dl=1	Vibe	Vibe	920	124.513	307	18.676950	0
23	Quantum Love (Hard) by James Landino feat. punipunidenki	/scl/fi/6gxrtcyl7stvasuynsczf/Quantum-Love-Hard-by-James-Landino-feat.-punipunidenki.txt?rlkey=q5cklh1q653nqx0z81abaqk2f&dl=1	Chill	Chill	1600	143.539	468	21.530850	197
23	Song of Adventures (Hard) by F-777	/scl/fi/zmtfo8nxsh01e77eo7x1o/Song-of-Adventures-Hard-by-F-777.txt?rlkey=5g09yvgdxm1eq3nfzrfeurgen&dl=1	Rush	Vibe	1331	148.467	404	22.270050	120
23	Comfort Zone (Hard) by KepoWorld	/scl/fi/ny1fk242vgp3ptqfzn5jd/Comfort-Zone-Hard-by-KepoWorld.txt?rlkey=sg7qj3gjvaaf0pby48d4zovmw&dl=1	Chill	Vibe	1118	148.228	333	22.234200	120
23	carol of the circles (Hard) by nekodex	/scl/fi/7kacqjfwevl2jjvpxlmpr/carol-of-the-circles-Hard-by-nekodex.txt?rlkey=mwxj3af1v2nzwr5oy5xg4gm6l&dl=1	Chill	Chill	1311	115.185	308	17.277750	387
23	Level Up (Hard) by Rutra	/scl/fi/pgeo82j67p6yva1ayyirl/Level-Up-Hard-by-Rutra.txt?rlkey=c7dlroqquewq9exhgnl0x0vnv&dl=1	Vibe	Chill	1479	165.006	397	24.750900	289
23	Miracle (Hard) by Tobu & Jim Yosef	/scl/fi/gpc7bv2qcdgcu1uyqbzpw/Miracle-Hard-by-Tobu-Jim-Yosef.txt?rlkey=uw9yqa25byfszsbqyczvmji0u&dl=1	Rush	Chill	1361	154.575	326	23.186250	383
23	NERVES (Hard) by atsuover & Rageminer	/scl/fi/9hxl8sdiftcqagmtlwjwl/NERVES-Hard-by-atsuover-Rageminer.txt?rlkey=lqufk6keig1fqtzvnusbymq9v&dl=1	Chill	Chill	852	111.020	222	16.653000	186
23	Arcade Punk (Hard) by Waterflame	/scl/fi/aix4x24zzu8n3bfvqtb72/Arcade-Punk-Hard-by-Waterflame.txt?rlkey=uuj9kcl60ol4m623wt3gopovp&dl=1	Beat	Flow	1347	133.202	389	19.980300	181
23	Super Santa (Hard) by F-777	/scl/fi/24iyl0tejtlyargt9kr3y/Super-Santa-Hard-by-F-777.txt?rlkey=wfbow41p2e8fbd5cbu4howzgw&dl=1	Beat	Rush	1790	171.074	453	25.661100	430
23	Brightest Star (Hard) by KepoWorld	/scl/fi/qr43u685mklm40fj1fd7k/Brightest-Star-Hard-by-KepoWorld.txt?rlkey=powrlzm8feitr22ojymhndxc9&dl=1	Chill	Flow	1005	142.401	278	21.360150	171
23	Errors [Radio Edit] (Hard) by MH (Marquan Harper) feat. KRALC	/scl/fi/itsvtht18o72nt3u7c35g/Errors-Radio-Edit-Hard-by-MH-Marquan-Harper-feat.-KRALC.txt?rlkey=wxz6o7y49xdapto1l9tj7rold&dl=1	Beat	Beat	719	85.343	239	12.801450	2
23	Hexagon Force (Hard) by Waterflame	/scl/fi/el51mc261f90o7eeiorg5/Hexagon-Force-Hard-by-Waterflame.txt?rlkey=wnzjlnl0awnl78juogr7ubgjo&dl=1	Flow	Chill	1036	100.123	245	15.018450	303
23	Idol Encore (Hard) by Radical_Box [Tower Heroes]	/scl/fi/37ua6b2frcjtth4wtfr7f/Idol-Encore-Hard-by-Radical_Box-Tower-Heroes.txt?rlkey=yn3w2rxelt1cqbq19telykc7m&dl=1	Chill	Flow	1206	153.604	371	23.040600	93
23	Starlight Strike (Hard) by Radical_Box [Tower Heroes]	/scl/fi/q3efpaj1mnasz6ct2a7fg/Starlight-Strike-Hard-by-Radical_Box-Tower-Heroes.txt?rlkey=r38jrm6nabp3m3y5r5k8jsotd&dl=1	Beat	Rush	1189	101.649	364	15.247350	97
23	Get It Right (Hard) by Maliboux	/scl/fi/utx1h8pwpxxzzumh0zoqk/Get-It-Right-Hard-by-Maliboux.txt?rlkey=uq3vxnzmu3baau12wbhj92s2c&dl=1	Rush	Chill	1498	135.085	444	20.262750	166
23	Puppy Raceway (Hard) by Hyper Potions & SAMME	/scl/fi/z205spgijiqz71d4gcraq/Puppy-Raceway-Hard-by-Hyper-Potions-SAMME.txt?rlkey=zkdhd1wxvt2t8ph7w77ig8kqy&dl=1	Rush	Beat	1140	98.512	261	14.776800	357
23	If We Never (Hard) by Aiobahn & Vin [Monstercat]	/scl/fi/noxzh6f37pg8mbhw25n6v/If-We-Never-Hard-by-Aiobahn-Vin-Monstercat.txt?rlkey=m9hfkboyo6d9trin8kmcy23cp&dl=1	Chill	Vibe	1504	156.589	431	23.488350	212
23	Snow Day (Hard) by Hyper Potions	/scl/fi/savwc21l48yxigm8ohq6k/Snow-Day-Hard-by-Hyper-Potions.txt?rlkey=s5bvd79qpii37ipv5xoc1n3y0&dl=1	Flow	Flow	1191	128.120	302	19.218000	287
23	The Speed In My Soul (Hard) by CG5 & Hyper Potions	/scl/fi/0tmgba1m39rbaak001y6v/The-Speed-In-My-Soul-Hard-by-CG5-Hyper-Potions.txt?rlkey=q9l4a3fl4bi3i1v4pvnk697il&dl=1	Vibe	Chill	1359	157.925	390	23.688750	189
23	Time Traveler (Hard) by Ponchi feat.GUMI [MisoilePunch]	/scl/fi/xynguj9wtt3ojp8st19wf/Time-Traveler-Hard-by-Ponchi-feat.GUMI-MisoilePunch.txt?rlkey=r3344e5qbo76zhq8y7zpzdjjc&dl=1	Flow	Beat	2446	196.331	728	29.449650	260
23	We Won't Be Alone (Hard) by Feint (feat. Laura Brehm) [Monstercat]	/scl/fi/86zmsabxtc9etm1flvq85/We-Won-t-Be-Alone-Hard-by-Feint-feat.-Laura-Brehm-Monstercat.txt?rlkey=9by9qm9t98y0070no3u3ku8t6&dl=1	Flow	Beat	1532	176.097	408	26.414550	308
23	Nepu Nepu Nepu (Hard) by Project Skylate	/scl/fi/tvdma8681njp1ww6dr90a/Nepu-Nepu-Nepu-Hard-by-Project-Skylate.txt?rlkey=76056yye1gc86z6ebz5sv5vwe&dl=1	Flow	Flow	1490	137.547	326	20.632050	513
23	Skylate's Halloween Electro-Swing Spook-taculaire! (Hard) by Project Skylate	/scl/fi/m1a93gt3094qs6m2bcr49/Skylate-s-Halloween-Electro-Swing-Spook-taculaire-Hard-by-Project-Skylate.txt?rlkey=a9cs2dxeydztgplm9jz4vzec4&dl=1	Rush	Rush	1627	185.628	453	27.844200	268
23	Pastel Emotions (Hard) by Reku Mochizuki	/scl/fi/7vee2h65oj14wsbwf6qji/Pastel-Emotions-Hard-by-Reku-Mochizuki.txt?rlkey=nzn8uvvqjnqbpgn16bk9ylksx&dl=1	Vibe	Vibe	1335	148.120	388	22.218000	170
23	Spiky Spiky Bounce (Hard) by seatrus	/scl/fi/4v1ol5twcg5urvvq6sbvj/Spiky-Spiky-Bounce-Hard-by-seatrus.txt?rlkey=d9xvtkgn1fvohhuhd8nsoa60w&dl=1	Flow	Chill	1200	124.022	344	18.603300	167
23	The Angel's Message (Hard) by Laur [LAUR1200] feat. Sennzai	/scl/fi/e2a8zxt03o3ae4xhgqcnn/The-Angel-s-Message-Hard-by-Laur-LAUR1200-feat.-Sennzai.txt?rlkey=vkxggwxwfpmdpudatuuc2y77p&dl=1	Chill	Vibe	1184	145.631	360	21.844650	105
23	Snowy*heart [EXTENDED CUT] (Hard) by AAAA	/scl/fi/ppvkc66l6yc7rpttur9qt/Snowyheart-EXTENDED-CUT-Hard-by-AAAA.txt?rlkey=u6wu2aujavxfqku705vcrl5wq&dl=1	Chill	Flow	2486	227.080	625	34.062000	611
22	Daydream (Hard) by RiraN	/scl/fi/ulp5i3nfc097oz31kit0r/Daydream-Hard-by-RiraN.txt?rlkey=7in0gqhu86co4nfg8sfooq75y&dl=1	Vibe	Vibe	1376	146.425	413	21.963750	138
22	Make Your Body Shake (Hard) by Rutra	/scl/fi/0j1m9m8sytkov6mt8cvgz/Make-Your-Body-Shake-Hard-by-Rutra.txt?rlkey=317dgp1rd7x1vagy2xgj5k5vs&dl=1	Beat	Chill	872	120.892	271	18.133800	59
22	Marche Militaire (Hard) by Franz Schubert (Remixed by TPRMX)	/scl/fi/pv2kgmt10oln8hyvymgeg/Marche-Militaire-Hard-by-Franz-Schubert-Remixed-by-TPRMX.txt?rlkey=q829dbc81gh25w9to9qgmxxg1&dl=1	Beat	Rush	1142	132.085	341	19.812750	120
22	Philly Nice (Hard) by Kawai Sprite	/scl/fi/amcgu2983724r3zpstz2y/Philly-Nice-Hard-by-Kawai-Sprite.txt?rlkey=sauuelp1wo87ebgttszj7xcmn&dl=1	Vibe	Beat	1132	95.857	317	14.378550	181
